show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
80211135,Movie,Kajraare,Pooja Bhatt,"Himesh Reshammiya, Sara Loren, Amrita Singh, Gulshan Grover, Javed Sheikh, Adnan Shah, Natasha Sinha, Gaurav Chanana, Anupam Shyam",India,"October 22, 2017",2010,TV-14,113 min,"Dramas, International Movies, Music & Musicals","A popular singer on the run poses as a bartender and falls in love with a prostitute, but their love is threatened by a violent incident in his past."
70109884,Movie,Karzzzz,Satish Kaushik,"Himesh Reshammiya, Urmila Matondkar, Shweta Kumar, Dino Morea, Raj Babbar, Danny Denzongpa, Gulshan Grover, Rohini Hattangadi, Asrani, Smita Bansal",India,"October 22, 2017",2008,TV-14,137 min,"International Movies, Music & Musicals, Romantic Movies","When flashbacks reveal that he's the reincarnation of a man murdered by his wife, rock star Monty sets out to get revenge for the decades-old crime."
70176967,Movie,Patiala House,Nikhil Advani,"Rishi Kapoor, Dimple Kapadia, Akshay Kumar, Anushka Sharma, Tinnu Anand, Soni Razdan, Prem Chopra, Masood Akhtar, Jeneva Talwar, Suparna Marwah",India,"October 22, 2017",2011,TV-PG,140 min,"Dramas, International Movies, Sports Movies","A talented young Indian cricket player must defy his father's wishes to play for the side of England, a rebellion his siblings quietly cheer."
70198040,Movie,Ready,Anees Bazmee,"Salman Khan, Asin, Paresh Rawal, Mahesh Manjrekar, Anuradha Patel, Manoj Pahwa, Manoj Joshi, Puneet Issar, Sharat Saxena, Akhilendra Mishra, Zarine Khan, Arya Babbar",India,"October 22, 2017",2011,TV-PG,144 min,"Comedies, International Movies, Romantic Movies","Bollywood superstar Salman Khan plays Prem, an heir to a perfume fortune who falls in love with the wrong woman in this romantic comedy."
80038442,Movie,Results,Andrew Bujalski,"Guy Pearce, Cobie Smulders, Kevin Corrigan, Giovanni Ribisi, Anthony Michael Hall, Brooklyn Decker, Constance Zimmer, Tishuan Scott",United States,"October 22, 2015",2015,R,105 min,"Comedies, Independent Movies","After an ugly divorce, a wealthy but unhappy man trains at a local gym and develops a strange relationship with the owner and a captivating trainer."
80091310,Movie,Free Fire,Ben Wheatley,"Sharlto Copley, Armie Hammer, Brie Larson, Cillian Murphy, Jack Reynor, Babou Ceesay, Enzo Cilenti, Sam Riley, Michael Smiley, Noah Taylor, Patrick Bergin, Mark Monero",United Kingdom,"October 21, 2019",2016,R,91 min,"Action & Adventure, Comedies, Independent Movies",A sketchy arms transaction in a deserted warehouse turns into a free-for-all when the two sides engage in a take-no-prisoners shootout.
70114484,Movie,The Rainbow Troops,Riri Riza,"Cut Mini Theo, Ikranagara, Lukman Sardi, Ario Bayu, Tora Sudiro",Indonesia,"October 21, 2018",2008,TV-PG,119 min,"Children & Family Movies, Dramas, International Movies",Two Indonesian teachers embrace an inspiring crop of gifted young students who've come to study at their crumbling Islamic primary school.
80169350,TV Show,The Liar,,"Aenie Wong, Janelle Chin, Karena Teo, Goh Wee Ping, Sam Chong",,"October 21, 2017",2013,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","At the CARE detective agency, investigators see a lot of action but must always keep their cases secret, even when it affects their personal lives."
80066079,TV Show,Containment,,"David Gyasi, Christina Marie Moses, Chris Wood, Kristen Gutoskie, Claudia Black, George Young, Hanna Mangan Lawrence, Trevor St. John",United States,"October 21, 2016",2016,TV-14,1 Season,"TV Dramas, TV Thrillers","When a ferocious contagion sweeps through Atlanta, authorities impose a precarious quarantine on the city while scrambling to find a cure."
80117443,Movie,Joe Rogan: Triggered,Anthony Giordano,Joe Rogan,United States,"October 21, 2016",2016,TV-MA,64 min,Stand-Up Comedy,"Unleashing his inquisitive, intense comedic style, Rogan explores everything from raising kids and Santa Claus to pot gummies and talking to dolphins."
80010717,Movie,Wyatt Cenac: Brooklyn,Wyatt Cenac,Wyatt Cenac,United States,"October 21, 2014",2014,TV-MA,68 min,Stand-Up Comedy,Wyatt Cenac heads to Brooklyn to share his observations on the borough that's the backdrop for three sitcoms and a reality show about cheesemongers.
81020005,Movie,How to Get Over a Breakup,"Joanna Lombardi, Bruno Ascenzo","Gisela Ponce de León, Karina Jordán, Jely Reátegui, Andrés Salas, Christopher Von Uckermann, Carlos Carlín",Peru,"October 20, 2018",2018,TV-MA,104 min,"Comedies, International Movies, Romantic Movies","A heartbroken ad copywriter living in Lima, Peru, is inspired to write a blog about life as a single woman and is surprised by her website's success."
81035748,Movie,The Gospel of John,David Batty,"Selva Rasalingam, Mourad Zaoui, El Mahmoudi M'Barek, Abdelilah Wahbi, Abdelaziz N'Mila, Ait Youssef Youssef, David Harewood","United Kingdom, United States, Morocco","October 20, 2018",2014,TV-14,161 min,"Dramas, Faith & Spirituality","In the first of four word-for-word film adaptations, Aramaic-speaking actors re-create the stories of Jesus' life from the fourth gospel."
80135164,Movie,1922,Zak Hilditch,"Thomas Jane, Molly Parker, Dylan Schmid, Kaitlyn Bernard, Bob Frazer, Brian d'Arcy James, Neal McDonough",United States,"October 20, 2017",2017,TV-MA,103 min,"Dramas, Thrillers","A farmer pens a confession admitting to his wife's murder, but her death is just the beginning of a macabre tale. Based on Stephen King's novella."
70167128,Movie,Miss Representation,Jennifer Siebel Newsom,,United States,"October 20, 2017",2011,NR,90 min,Documentaries,Explore how the mainstream media's often disparaging portrayals of women contribute to the under-representation of females in positions of leadership.
80118101,Movie,One of Us,"Heidi Ewing, Rachel Grady",,United States,"October 20, 2017",2017,TV-14,95 min,Documentaries,"In the wake of trauma and abuse, three Hasidic Jews face ostracism, anxiety and danger as they attempt to leave their ultra-Orthodox community."
80184569,TV Show,The Day I Met El Chapo,,Kate del Castillo,United States,"October 20, 2017",2017,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows","Mexican superstar actress Kate del Castillo reveals the untold story of her encounter with El Chapo Guzmán, the world’s most-wanted drug lord."
80113669,Movie,Wheelman,Jeremy Rush,"Frank Grillo, Caitlin Carmichael, Garret Dillahunt, Shea Whigham, Wendy Moniz, John Cenatiempo, Slaine",United States,"October 20, 2017",2017,TV-MA,82 min,Action & Adventure,The getaway driver in a botched robbery puts his skills and smarts to the test when he receives shocking orders from an unknown caller.
80222133,TV Show,Border Patrol,,Timothy Balme,,"October 2, 2019",2016,TV-PG,1 Season,Reality TV,This reality TV series follows the men and women of New Zealand's border patrol in their quest to keep their country safe and secure.
81029301,TV Show,Botched Up Bodies,,"Charlie Brooks, Sue Johnston",United Kingdom,"October 2, 2019",2013,TV-MA,1 Season,"British TV Shows, Docuseries, International TV Shows","From lifting saggy skin to repairing shoddy breast enhancements, plastic surgeons tackle extreme fixer-uppers."
81025218,TV Show,Bringing Sexy Back,,Samantha Armstrong,,"October 2, 2019",2015,TV-14,1 Season,"International TV Shows, Reality TV","In this reality series, everyday individuals adopt healthier lifestyles and transform their bodies to reclaim their confidence – with dramatic results."
81025251,TV Show,Court Justice,,Chris Bourke,Australia,"October 2, 2019",2017,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows","In a bustling local court in Sydney, 12 magistrates preside over different levels of criminal offenses and deliver life-changing verdicts."
80224490,TV Show,Diva Brides,,,,"October 2, 2019",2017,TV-MA,1 Season,"British TV Shows, Reality TV","In this reality series, brides-to-be stop at nothing to have their dream weddings despite meager funds, fallouts with friends or even absent grooms."
81025309,TV Show,Ghost Town Gold,,"Brit Eaton, Scott Glaves",United States,"October 2, 2019",2012,TV-14,1 Season,Reality TV,"Two history buffs with an eye for valuables traverse through forgotten mines and abandoned landmarks in the wild, wild West to score collectibles."
81025263,TV Show,Horror Homes,,Jill Halfpenny,United Kingdom,"October 2, 2019",2016,TV-14,1 Season,"British TV Shows, Docuseries, International TV Shows","Dream homes turn into property nightmares when mold, maggots, natural disasters and other inconveniences move in."
81025361,TV Show,Kitten Rescuers,,Jo Brand,United Kingdom,"October 2, 2019",2017,TV-14,1 Season,"British TV Shows, International TV Shows, Reality TV",Cat-crazy host Jo Brand follows vets and animal welfare officers who take on daring rescues to save furry felines subjected to different cat-astrophes.
81025317,TV Show,License to Drill: Louisiana,,,Canada,"October 2, 2019",2014,TV-PG,1 Season,Reality TV,"A crew of oil riggers work an off-season job and swap the blistering cold of their native Canada for sunny, Southern comfort in the Big Easy."
80209609,TV Show,Living Undocumented,,,United States,"October 2, 2019",2019,TV-MA,1 Season,Docuseries,Eight undocumented families' fates roller-coast as the United States' immigration policies are transformed.
81094801,Movie,Ready to Mingle,Luis Javier Henaine,"Cassandra Ciangherotti, Gabriela de la Garza, Irán Castillo, Sophie Alexander-Katz, Flor Eduarda Gurrola, Mariana Cabrera, Juan Pablo Medina, Pablo Cruz Guerrero, Diana Bovio, Andrés Almeida",Mexico,"October 2, 2019",2019,TV-MA,98 min,"Comedies, International Movies, Romantic Movies","After the man she thought she'd marry breaks up with her, Ana joins a class for single women who are in search of a husband."
81191195,Movie,Salam - The First ****** Nobel Laureate,Anand Kamalakar,,United States,"October 2, 2019",2018,TV-PG,76 min,Documentaries,"Shunned by his country due to religion, Abdus Salam strives for an achievement that would define modern physics and redefine his place back home."
80218973,Movie,Death Race: Beyond Anarchy,Don Michael Paul,"Zach McGowan, Danny Glover, Frederick Koehler, Danny Trejo, Christine Marzano, Cassie Clare, Yennis Cheung, Lucy Aarden","United States, Bulgaria","October 2, 2018",2017,R,111 min,Action & Adventure,"An ex-racecar driver is sent to a barbaric prison where, to get pardoned, he must defeat the inmate known as Frankenstein in a lethal ""Death Race."""
80235999,Movie,Eric ldle's What About Dick?,"Eric Idle, Aubrey Powell","Russell Brand, Billy Connolly, Tim Curry, Eric Idle, Eddie Izzard, Jane Leeves, Jim Piddock, Tracey Ullman, Sophie Winkleman",United States,"October 2, 2018",2012,TV-MA,81 min,"Comedies, Music & Musicals","In a madcap stage play from Monty Python icon Eric Idle, comic greats perform the decline and fall of the British Empire ... as told through a piano."
80215419,Movie,Joe Rogan: Strange Times,Anthony Giordano,Joe Rogan,,"October 2, 2018",2018,TV-MA,64 min,Stand-Up Comedy,"Outspoken as ever, comedian Joe Rogan takes on current culture, pro wrestling, pot laws, cats, vegans and more in a stand-up special shot in Boston."
80236359,TV Show,Monty Python Best Bits (mostly),,"Hugh Bonneville, Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin",United Kingdom,"October 2, 2018",2014,TV-14,1 Season,"British TV Shows, Docuseries, TV Comedies","Prominent comedians pay tribute to Monty Python's best work in this five-part series, along with selected clips of sketches."
70118860,Movie,Monty Python Conquers America,Will Yapp,"Graham Chapman, Eric Idle, Terry Jones, Michael Palin, Terry Gilliam, John Cleese",,"October 2, 2018",2008,TV-MA,55 min,Documentaries,Follow the evolution of the British sketch comedy troupe that redefined humor and shaped an entire generation of American comics.
80017240,Movie,"Monty Python Live (Mostly): One Down, Five to Go",Eric Idle,"John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin",United Kingdom,"October 2, 2018",2014,TV-MA,137 min,Comedies,"Live from London in a sold-out final show, surviving members of the British comedy troupe reprise old roles and break out in irreverent song and dance."
70118859,Movie,Monty Python: Before the Flying Circus,Will Yapp,"Graham Chapman, Eric Idle, Terry Jones, Michael Palin, Terry Gilliam, John Cleese",United Kingdom,"October 2, 2018",2000,TV-14,56 min,"Comedies, Documentaries","Discover how six seemingly ordinary but supremely talented men became Monty Python, sketch comedy's revolutionary comedy troupe."
80236356,Movie,Monty Python: Live at Aspen,,"Robert Klein, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Graham Chapman, Eddie Izzard",United States,"October 2, 2018",1998,TV-MA,58 min,"Comedies, Documentaries",The members of Monty Python reunite on stage to talk about making their iconic show that changed sketch comedy forever.
80236778,Movie,Monty Python: Live at The Hollywood Bowl,"Terry Hughes, Ian MacNaughton","Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Neil Innes, Carol Cleveland","United Kingdom, United States","October 2, 2018",1982,R,80 min,Comedies,"Film clips and Terry Gilliam animations feature in this live-to-tape performance of greatest hits, including ""Travel Agent"" and ""Solo Wrestling."""
80236470,Movie,Monty Python: The Meaning of Live,"Roger Graef, James Rogan","John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Mike Myers, Graham Chapman, Stephen Hawking",United Kingdom,"October 2, 2018",2014,TV-MA,94 min,Documentaries,"From heyday to curtain call, this documentary offers a rare glimpse of the legendary Monty Python troupe as it stages live shows after a long hiatus."
70213237,TV Show,Monty Python's Almost the Truth,,"Graham Chapman, Eric Idle, John Cleese, Michael Palin, Terry Gilliam, Terry Jones",United Kingdom,"October 2, 2018",2009,NR,1 Season,"British TV Shows, Docuseries","The legacy of comedy group Monty Python, whose irreverent brand of humor has tickled the ribs of millions, is explored in this documentary."
80236357,TV Show,Monty Python's Fliegender Zirkus,,"Graham Chapman, John Cleese, Eric Idle, Terry Jones, Michael Palin, Connie Booth","United Kingdom, West Germany","October 2, 2018",1972,TV-14,1 Season,"International TV Shows, TV Comedies","The Pythons elevate the absurd to new heights and bring their sketches to German TV, working in phonetic German, at times with an Australian accent."
699257,Movie,Monty Python's Life of Brian,Terry Jones,"Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Terence Bayler, Carol Cleveland",United Kingdom,"October 2, 2018",1979,R,94 min,"Classic Movies, Comedies, Cult Movies","Born in a stable in Judea, Brian grows up to join a group of anti-Roman zealots, but his fate keeps getting confused with that of a certain carpenter."
80237311,TV Show,Monty Python's Personal Best,,"John Cleese, Terry Gilliam, Terry Jones, Graham Chapman, Michael Palin, Eric Idle",United States,"October 2, 2018",2005,TV-MA,1 Season,"British TV Shows, TV Comedies",Original members of the iconic Monty Python comedy troupe pick their all-time favorite sketches from their groundbreaking television series.
80236574,Movie,Parrot Sketch Not Included: Twenty Years of Monty Python,Ian MacNaughton,"Steve Martin, John Cleese, Graham Chapman, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Carol Cleveland, Connie Booth",United Kingdom,"October 2, 2018",1989,TV-14,72 min,Comedies,"Presented by Steve Martin, this anthology draws from “Flying Circus” and “Fliegender Zirkus” to mark the 20th anniversary of the TV series."
80988048,Movie,The Meaning of Monty Python,Albert Sharpe,,United States,"October 2, 2018",2013,TV-MA,60 min,Documentaries,"Five Pythons reflect on their creative process, politics, television and the making of their award-winning final film, ""The Meaning of Life."""
80039069,Movie,Sleeping with Other People,Leslye Headland,"Jason Sudeikis, Alison Brie, Adam Scott, Jason Mantzoukas, Natasha Lyonne, Adam Brody, Amanda Peet",United States,"October 2, 2017",2015,R,101 min,"Comedies, Dramas, Independent Movies","Many years after hooking up in college, two people cross paths and realize they are both serial philanderers who need each other's help to reform."
80046779,Movie,Anjelah Johnson: Not Fancy,Jay Karas,Anjelah Johnson-Reyes,United States,"October 2, 2015",2015,TV-14,64 min,Stand-Up Comedy,"The actress, comedian and YouTube sensation riffs on everything from nail salons and Gypsies to Mexican moms and super-sleuthing Liam Neeson."
80995687,Movie,Little Singham: Kaal Ki Tabaahi,Prakash Satam,,,"October 19, 2019",2019,TV-Y7,66 min,"Children & Family Movies, Comedies",Kaal is back – bigger and badder than ever! Can Little Singham fight the battle of a lifetime to stop the demon’s plans to wreak havoc on earth?
60001650,Movie,Men in Black,Barry Sonnenfeld,"Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio, Rip Torn, Tony Shalhoub, Siobhan Fallon Hogan, Mike Nussbaum, Jon Gries, Sergio Calderón",United States,"October 19, 2019",1997,PG-13,98 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy","A streetwise cop teams with a veteran government agent to work for a super-secret, extremely dapper team that monitors extraterrestrials on Earth."
81172848,Movie,Moms at War,Omoni Oboli,"Omoni Oboli, Funke Akindele, Yul Edochie, Abayomi Alvin, Adebukola Oladipupo, Sharon Ooja, Eucharia-Anunobi Ekwu, Harriet Akinola, Michelle Dede",Nigeria,"October 19, 2019",2018,TV-14,92 min,"Comedies, Dramas, International Movies","Two fierce mothers become rivals when a school contest forces their kids, both model students, to compete against one another to be the best in class."
81034575,Movie,The Command,Thomas Vinterberg,"Matthias Schoenaerts, Léa Seydoux, Colin Firth, Peter Simonischek, August Diehl, Max von Sydow, Bjarne Henriksen, Magnus Millang, Artemiy Spiridonov","Belgium, Luxembourg, France","October 19, 2019",2018,PG-13,118 min,"Dramas, International Movies, Thrillers",For the crew trapped aboard a sunken Russian submarine the deadliest threat is the bureaucracy on land. Based on a true story.
81025800,TV Show,Accidentally in Love,,"Junchen Guo, Yi Ning Sun, Yi Qin Zhao, Mu Xuan Cheng, Li Ma, Mo Zhou",United States,"October 19, 2018",2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Rejecting the demands of her wealthy family, a young woman poses as an ordinary college student and crosses paths with a stoic pop star at school."
81003997,TV Show,Ask the Doctor,,"Shalin Naik, Renee Lim, Sandro Demaio",Australia,"October 19, 2018",2017,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV","From allergies to diet to sleep, three friendly doctors share expert advice, bust medical myths and test the latest treatments."
80207486,TV Show,Best.Worst.Weekend.Ever.,,"Sam Ashe Arnold, Cole Sand, Brianna Reed, Brittany Garms, Alison Becker, Larry Bates, Tiffany Espensen, Rachel Gage, Matt Battaglia, Affion Crockett",United States,"October 19, 2018",2018,TV-PG,1 Season,"Kids' TV, TV Comedies","Teenage friends plan an epic trip to Comic-Con to meet their idol, only to get caught in one hilariously awkward predicament after another."
80226951,Movie,"Club de Cuervos Presents: I, Potro",Marcos Bucay,"Joaquín Ferreira, Marcela Álvarez, Benjamín Alfonso, Emilia Claudeville, Mauricio Llera, Sol Gaschetto, Martín Seefeld, Martín Rocco, Gonzalo VIzán","Mexico, Argentina","October 19, 2018",2018,TV-MA,51 min,Movies,Former Club de Cuervos player Potro returns home to Argentina to crash the wedding of his famous soccer-star brother and confront his estranged family.
80216677,Movie,Derren Brown: Sacrifice,,Derren Brown,,"October 19, 2018",2018,TV-MA,50 min,Movies,Illusionist Derren Brown concocts a psychological experiment in which he tries to manipulate an ordinary person into taking a bullet for a stranger.
80232279,Movie,Gnome Alone,Peter Lepeniotis,"Becky G., Josh Peck, Tara Strong, Olivia Holt, David Koechner, Jeff Dunham, Patrick Stump, Nash Grier, Madison De La Garza, George Lopez","United Kingdom, Canada, United States, Cayman Islands","October 19, 2018",2018,PG,86 min,"Children & Family Movies, Comedies","After moving into a new house with her mom, high schooler Chloe discovers a troupe of talking garden gnomes who need her help saving the world."
80239666,Movie,Illang: The Wolf Brigade,Kim Jee-woon,"Gang Dong-won, Han Hyo-joo, Jung Woo-sung, Kim Mu-yeol, Han Ye-ri, Choi Min-ho, Shin Eun-soo, Kim Beop-rae, Lee Dong-ha, Jung Won-joong, Choi Jin-ho",South Korea,"October 19, 2018",2018,TV-MA,140 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","In 2029, the elite police squad Illang combats a terrorist group opposing reunification of the two Koreas. But another enemy may be lurking nearby."
81011973,Movie,Naa Bangaaru Talli,Rajesh Touchriver,"Siddique, Anjali Patil, Lakshmi Menon, Nina Kurup, Rathna Shekar Reddy, Anoop Aravindan",India,"October 19, 2018",2013,TV-MA,122 min,"Dramas, International Movies","A father leading a dark double life and his daughter, who's eager to pursue her studies in Hyderabad, face the tragic consequences of sex trafficking."
81031037,Movie,Oddbods: Party Monsters,,"Nadia Ramlee, Chio Su-Ping, Jeremy Linn, Marlon Dance-Hooi",,"October 19, 2018",2018,TV-Y,23 min,Movies,"Dressed up as detective Sherlock Holmes, Slick must crack the case when a magician turns Jeff's spooky-costume party guests into their scary alter egos."
80144152,Movie,S Storm,David Lam,"Louis Koo, Julian Cheung, Vic Chou, Ada Choi, Bowie Lam, Dada Chan, Janelle Sing, Lo Hoi-pang","Hong Kong, China","October 19, 2018",2016,TV-MA,95 min,"Action & Adventure, International Movies",Anti-corruption investigator William Luk must join forces with detective Lau Po-keung to bring down a crime syndicate involved in sports betting.
81035749,Movie,The Gospel of Luke,David Batty,"Selva Rasalingam, Karima Gouit, Mourad Zaoui, El Mahmoudi M'Barek, Abdelilah Wahbi, Abdelaziz N'Mila, Ait Youssef Youssef, Mohamed El Korchi, Ramdane Aala","United States, United Kingdom, Morocco","October 19, 2018",2015,TV-14,205 min,"Dramas, Faith & Spirituality",Word-for-word Bible texts of the entire book of Luke are narrated and re-enacted in this epic production of the Gospel's accounts of Jesus's life.
81035750,Movie,The Gospel of Mark,David Batty,"Selva Rasalingam, Mourad Zaoui, El Mahmoudi M'Barek, Abdelilah Wahbi, Abdelaziz N'Mila, Ait Youssef Youssef",,"October 19, 2018",2015,TV-14,123 min,"Dramas, Faith & Spirituality","See Jesus from a disciple's point of view in this first-ever, word-for-word film adaptation of the Gospel of Mark, lauded for its historical accuracy."
81035751,Movie,The Gospel of Matthew,David Batty,"Selva Rasalingam, Mourad Zaoui, Karima Gouit, El Mahmoudi M'Barek, Abdelilah Wahbi, Ait Youssef Youssef, Ramdane Aala, Mohamed El Korchi",,"October 19, 2018",2014,TV-14,190 min,"Dramas, Faith & Spirituality",The Apostle Matthew is highlighted in this word-for-word film adaptation of the former tax collector's Biblical writings about working with Jesus.
80148162,Movie,The Night Comes for Us,Timo Tjahjanto,"Joe Taslim, Iko Uwais, Asha Kenyeri Bermudez, Sunny Pang, Salvita Decorte, Abimana Aryasatya, Zack Lee, Dimas Anggara, Julie Estelle, Dian Sastrowardoyo","Indonesia, United States","October 19, 2018",2018,TV-MA,121 min,"Action & Adventure, International Movies","After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters."
80211465,TV Show,Wanderlust,,"Toni Collette, Steven Mackintosh, Zawe Ashton, Joe Hurst, Emma D'Arcy, Celeste Dring, William Ash, Royce Pierreson, Jeremy Swift, Anastasia Hille, Isis Hainsworth, Sophie Okonedo",United Kingdom,"October 19, 2018",2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows","Unable to revive their fading sex life after many years of marriage, a therapist and her husband decide to start dating other people."
80171705,Movie,Wedding Unplanned,Reem Kherici,"Reem Kherici, Nicolas Duvauchelle, Julia Piaton, Sylvie Testud, François-Xavier Demaison, Chantal Lauby, Lionnel Astier, Ève Saint-Louis, Victoria Monfort, Amelie Fonlupt",France,"October 19, 2017",2017,TV-MA,94 min,"Comedies, International Movies, Romantic Movies","Mathias's girlfriend finds a business card for a wedding planner in his pocket. Suddenly, he's engaged and hiring his lover to plan the big day!"
81172729,Movie,10 Days in Sun City,Adze Ugah,"Ayo Makun, Adesua Etomi, Richard Mofe-Damijo, Mercy Johnson, Falz, Tuface Idibia, Thenjiwe Moseley, Motlatsi Mafatshe, Celeste Ntuli, Miguel A. Núñez Jr.",South Africa,"October 18, 2019",2017,TV-14,87 min,"Comedies, International Movies, Romantic Movies","After his girlfriend wins the Miss Nigeria pageant, a young man faces unexpected competition of his own when he joins her on a campaign in South Africa."
81172895,Movie,93 Days,Steve Gukas,"Bimbo Akintola, Somkele Iyamah, Danny Glover, Gideon Okeke, Seun Kentebe, Keppy Ekpenyong, Zara Udofia Ejoh, Bimbo Manuel, Patrick Diabuah, Tina Mba, Alastair Mackenzie, Tim Reid",Nigeria,"October 18, 2019",2016,TV-14,121 min,"Dramas, International Movies, Thrillers",Heroic health workers fight to contain an Ebola outbreak when a patient arrives in Lagos with symptoms of the deadly virus. Based on a true story.
80206910,Movie,Eli,Ciarán Foy,"Charlie Shotwell, Lili Taylor, Kelly Reilly, Max Martini, Sadie Sink, Deneen Tyler, Katia Gomez",United States,"October 18, 2019",2019,TV-MA,98 min,Horror Movies,"With his desperate parents in tow, an 11-year-old boy with a debilitating illness checks into an isolated clinic to undergo experimental therapy."
81172905,Movie,In My Country,Frank Rajah Arase,"Sam Dede, Bimbo Manuel, Okawa Shaznay, Shan George, Austin Enabulele, Precious Udoh",,"October 18, 2019",2018,TV-14,99 min,"Dramas, International Movies","A teacher turns to a dubious man to raise money for her daughter's life-saving surgery, a crisis that is unexpectedly catapulted to a national stage."
80217627,TV Show,Interior Design Masters,,,United Kingdom,"October 18, 2019",2019,TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV",Aspiring interior designers transform a variety of spaces from dowdy to delightful as they vie for a life-changing contract with a top London hotel.
80178724,TV Show,Living with Yourself,,"Paul Rudd, Aisling Bea, Desmin Borges, Zoë Chao, Karen Pittman",United States,"October 18, 2019",2019,TV-MA,1 Season,"TV Comedies, TV Dramas","Burned out on life, Miles undergoes a strange procedure at a strip mall spa – and wakes to find he's been replaced by a better version of himself."
81132442,Movie,"Love, Surreal and Odd",Yılmaz Erdoğan,"Aylin Kontante, Bülent Emrah Parlak, Büşra Pekin, Çağlar Çorumlu, Fatih Artman, Gupse Özay, Serkan Keskin, Şebnem Bozoklu",Turkey,"October 18, 2019",2017,TV-14,95 min,"Comedies, International Movies, Romantic Movies","When a group of people meets at the same party, they form four different relationships, each experiencing similar phases of love."
81020066,TV Show,Mighty Little Bheem: Diwali,,"Samriddhi Shukla, Nishka Raheja, Arannya Kaur, Shanoor Mirza, Rajesh Kava",India,"October 18, 2019",2019,TV-Y,1 Season,"Kids' TV, TV Comedies","From decorating his home to devouring sweets, join Bheem as he makes merry – and a bit of mischief – while the festival of lights is in full swing."
81193245,TV Show,MONKART,,"Kim Jae-ha, Kwon Ji-hye, Lee Bo-hee, Um Sang-hyun, Jung Yoon-jung, Kim Bo-min, Hong So-young, Hong Bum-ki, Ahn Jang-hyuk",,"October 18, 2019",2017,TV-Y7,1 Season,"Kids' TV, Korean TV Shows",Jin and his dragon monster Draka set out on a racing adventure and try to save the kingdom from evil forces.
81172723,Movie,New Money,Tope Oshin,"Jemima Osunde, Blossom Chukwujekwu, Kate Henshaw-Nuttal, Dakore Akande, Wale Ojo, Wofai Fada, Osas Ighodaro Ajibade, Falz, Daniel Effiong, Adeolu Adefarasin",Nigeria,"October 18, 2019",2018,TV-14,107 min,"Dramas, International Movies",An aspiring fashion designer's life is transformed after she discovers she’s the heiress of a billion-dollar empire left by her estranged father.
80990336,Movie,Seventeen,Daniel Sánchez Arévalo,"Biel Montoro, Nacho Sánchez, Lola Cordón, Itsaso Arana, Chani Martín, Iñigo Aranburu, Kandido Uranga, Javier Cifrián, Mamen Duch, Carolina Clemente, Jorge Cabrera, Daniel Fuster, Edgar Costas, Patxi Santamaría",Spain,"October 18, 2019",2019,TV-MA,100 min,"Comedies, Dramas, International Movies","To find his therapy dog, a 17-year-old escapes from juvie and embarks on a journey of reconnection with his brother and grandmother through Cantabria."
81172909,Movie,Tatu,Don Omope,"Rahama Sadau, Sambasa Nzeribe, Segun Arinze, Gabriel Afolayan, Desmond Elliot, Funlola Aofiyebi, Toyin Aimakhu, Stephen Demian, Afeez Oyetoro, Oludara Egerton Shyngle",Nigeria,"October 18, 2019",2017,TV-MA,101 min,"Action & Adventure, Dramas, International Movies","Doubting her future as a nun, a woman attempts to have a child, triggering a mystic tribal prophecy that could force her to make a godly sacrifice."
80214706,Movie,Tell Me Who I Am,Ed Perkins,,United Kingdom,"October 18, 2019",2019,TV-MA,86 min,Documentaries,"In this documentary, Alex trusts his twin, Marcus, to tell him about his past after he loses his memory. But Marcus is hiding a dark family secret."
80994011,Movie,The Laundromat,Steven Soderbergh,"Meryl Streep, Gary Oldman, Antonio Banderas, Sharon Stone, James Cromwell, Jeffrey Wright, Melissa Rauch, Jeff Michalski, Jane Morris, Robert Patrick, David Schwimmer",United States,"October 18, 2019",2019,R,96 min,"Comedies, Dramas","When a widow gets swindled out of insurance money, her search for answers leads to two cunning lawyers in Panama who hide cash for the superrich."
